Store Name,Address,Region,Product,Draw Date,Value
LITTLE SHORT STOP STORE #1020,501 KRUG ST N2B-1L3 KITCHENER,KITCHENER,Lottario,19-Aug-2023,10000.0
LITTLE SHORT STORE #3040,373 BRIDGE ST W N2K-3K3 WATERLOO,WATERLOO,Lottario,22-Apr-2023,10000.0
LITTLE SHORT STORE #4040,200 PRESTON PKY N3H-5N1 CAMBRIDGE,CAMBRIDGE,Lotto 649,01-Jul-2023,10000.0
LOBLAWS #1014 - VANIER MARKET,100 MCARTHUR AVE K1L-6P9 VANIER,VANIER,Lotto 649,29-Jul-2023,10000.0
LOBLAWS #1066 - BURNAMTHORPE MARKET,380 THE EAST MALL M9B-6L5 ETOBICOKE,ETOBICOKE,Lottario,10-Jun-2023,10000.0
LS #2809 - SCARBOROUGH,1755 BRIMLEY RD M1P-0A3 SCARBOROUGH,SCARBOROUGH,Encore - Lotto Max,06-Jun-2023,10000.0
LUCKY TICKETS,1226 ISLINGTON AVE M8X-1Y8 ETOBICOKE,ETOBICOKE,Pick 4,20-Apr-2023,10000.0
LUZON CONVENIENCE,284 COPPER CREEK DR L6B-1N7 MARKHAM,MARKHAM,Lottario,25-Mar-2023,10000.0
LYNN'S VARIETY INC,205 RICHMOND ST N9V-1G9 AMHERSTBURG,AMHERSTBURG,Lottario,24-Jun-2023,10000.0
M & D VARIETY,2700 KIPLING AVE M9V-4P2 ETOBICOKE,ETOBICOKE,Pick 4,05-Apr-2023,10000.0
M & M CONVENIENCE,116 MARKHAM RD M1M-2Z7 SCARBOROUGH,SCARBOROUGH,Pick 4,22-Jul-2023,10000.0
MAC'S LAUZON SOUTH,2675 LAUZON RD N8T-2Z5 WINDSOR,WINDSOR,Encore - Lottario,06-May-2023,10000.0
MACEWEN BARRIE,652 DUNLOP ST W L4N-9X1 BARRIE,BARRIE,Encore - Lotto Max,18-Jul-2023,10000.0
MACEWEN LUCAN (21018),33406 RICHMOND ST. N0M-2J0 LUCAN,LUCAN,Encore - Lotto Max,04-Jul-2023,10000.0
MARINAS EXPRESS MART,19659 LESLIE ST L0G-1V0 SHARON,SHARON,Pick 4,10-Apr-2023,10000.0
MARKET,6400 400 HWY S L9S-0K6 INNISFIL,INNISFIL,Lottario,15-Apr-2023,10000.0
MCDONOUGH'S YOUR INDEPENDENT GROCER,3777 STRANDHERD RD K2J-4B1 NEPEAN,NEPEAN,POWER UP,31-2368,10000.0
MEADOWVALE TICKET CENTRE,6677 MEADOWVALE TOWN CENT L5N-2R5 MISSISSAUGA,MISSISSAUGA,Lottario,06-May-2023,10000.0
METRO #170- GARDINERS T.C.,460 GARDINERS RD K7M-7W8 KINGSTON,KINGSTON,Encore - Lotto Max,17-Mar-2023,10000.0
METRO #702- CLOVERDALE MALL,250 THE EAST MALL M9B-3Y8 ETOBICOKE,ETOBICOKE,Lottario,18-Mar-2023,10000.0
METRO #853- PICKERING,1822 WHITE'S RD L1V-4M1 PICKERING,PICKERING,Encore - 649,27-May-2023,10000.0
MILK'S PLUS,3312 DANFORTH AVE M1L-1C4 SCARBOROUGH,SCARBOROUGH,Daily Keno,01-Mar-2023,10000.0
MISTER CONVENIENCE,102 ISLAND RD M1C-2P8 SCARBOROUGH,SCARBOROUGH,Lottario,04-Mar-2023,10000.0
MOBIL @ NO FRILLS,15 PHOTOGRAPHY DR M6M-0A1 NORTH YORK,YORK,Lottario,01-Apr-2023,10000.0
MOUNT FOREST CONVENIENCE,193 MAIN ST N N0G-2L0 MOUNT FOREST,FOREST,Lotto 649,08-Jul-2023,10000.0
MR. GAS,4042 INNES RD K1C-1T1 ORLEANS,ORLEANS,Lottario,04-Mar-2023,10000.0
NECESSITIES,10A COUCHIE INDUSTRIAL RD P1B-8G5 NORTH BAY,BAY,BINGO MULTIP,31-3080,10000.0
NEIGHBOUR'S FINE FOODS&FLOWERS&BALLOONS,4917 DUNDAS ST W M9A-1B6 ETOBICOKE,ETOBICOKE,Pick 4,25-Jun-2023,10000.0
NETHERBY VARIETY,7600 DURLIAT RD L3B-5N7 WELLAND,WELLAND,Encore - 649,03-May-2023,10000.0
NEW GEN SUPERSTORE,4855 14TH AVE L3S-3L6 MARKHAM,MARKHAM,Encore - 649,17-May-2023,10000.0
NEW ROSEDALE MINI MART,784 ROSEDALE AVE N7V-2A1 SARNIA,SARNIA,Daily Keno,14-Aug-2023,10000.0
NEWMARKET SMOKE SHOP,16635 YONGE ST L3X-1W3 NEWMARKET,NEWMARKET,BONUS MONEY,31-2355,10000.0
NEWS WEST,3603 LANGSTAFF RD L4L-9G7 WOODBRIDGE,WOODBRIDGE,Lottario,22-Jul-2023,10000.0
NICKEL GATE CONVENIENCE,1 NICKEL GATE L4L-8L7 WOODBRIDGE,WOODBRIDGE,Daily Keno,01-Mar-2023,10000.0
NORTHVIEW KFF CONVENIENCE,4949 BATHURST ST M2R-1Y1 NORTH YORK,YORK,Lottario,13-May-2023,10000.0
OAKVILLE HUSKY,630 4TH LINE L6L-5B2 OAKVILLE,OAKVILLE,Daily Keno,06-Aug-2023,10000.0
ONE STOP VARIETY,501 RITSON RD S L1H-5K3 OSHAWA,OSHAWA,Encore - Lotto Max,30-Jun-2023,10000.0
PARI'S MOUNT PLEASANT CONVENIENCE,60 COMMUTER DR L7A-0R3 BRAMPTON,BRAMPTON,Lotto 649,15-Jul-2023,10000.0
PARKWAY GROCERY,1469 PRINCESS ST K7M-3E9 KINGSTON,KINGSTON,Encore - Lottario,18-Mar-2023,10000.0
PETRO CANADA,10115 BRAMALEA RD L6R-1W6 BRAMPTON,BRAMPTON,Encore - 649,22-Mar-2023,10000.0
PETRO CANADA,10561 HEART LAKE RD L6Z-0B6 BRAMPTON,BRAMPTON,Encore - 649,15-Mar-2023,10000.0
PETRO CANADA,1195 COUNTY 22 RD N0R-1C0 EMERYVILLE,EMERYVILLE,Lottario,01-Apr-2023,10000.0
PETRO CANADA,12011 HURONTARIO ST L6Z-4P8 BRAMPTON,BRAMPTON,Daily Keno,09-May-2023,10000.0
PETRO CANADA,1270 BRIMLEY RD M1P-3G6 SCARBOROUGH,SCARBOROUGH,Daily Keno,06-Apr-2023,10000.0
PETRO CANADA,1331 DUNDAS ST N5W-5P3 LONDON,LONDON,THE BIG SPIN,31-3108,10000.0
PETRO CANADA,1487 CENTRE ST L4J-3M7 THORNHILL,THORNHILL,Daily Keno,10-Apr-2023,10000.0
PETRO CANADA,1487 CENTRE ST L4J-3M7 THORNHILL,THORNHILL,Daily Keno,13-Aug-2023,10000.0
PETRO CANADA,1602 DUNDAS ST E L1N-2K8 WHITBY,WHITBY,Encore - Lotto Max,30-Jun-2023,10000.0
PETRO CANADA,1790 ERNEST AVE N6E-3A6 LONDON,LONDON,RUN THETABLE,31-2377,10000.0
PETRO CANADA,2250 VICTORIA PARK AVE M1R-1V9 NORTH YORK,YORK,Encore - Lotto Max,31-Mar-2023,10000.0
PETRO CANADA,2265 DANFORTH AVE M4C-1K5 TORONTO,TORONTO,Pick 4,04-Apr-2023,10000.0
PETRO CANADA,2329 STOUFFVILLE RD L0H-1G0 GORMLEY,GORMLEY,Encore - Lotto Max,26-May-2023,10000.0
PETRO CANADA,274 STEELES AVE E L3T-1A7 THORNHILL,THORNHILL,Pick 4,22-Jul-2023,10000.0
PETRO CANADA,2863 DUFFERIN ST M6B-3S5 NORTH YORK,YORK,Daily Keno,21-Mar-2023,10000.0
PETRO CANADA,2863 DUFFERIN ST M6B-3S5 NORTH YORK,YORK,Encore - 649,29-Jul-2023,10000.0
PETRO CANADA,3390 HWY 144 P0M-1L0 CHELMSFORD,CHELMSFORD,Pick 4,20-Jun-2023,10000.0
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,BRAMPTON,Daily Keno,02-Aug-2023,10000.0
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,BRAMPTON,Daily Keno,21-Mar-2023,10000.0
PETRO CANADA,471 MAIN ST S L6Y-1N6 BRAMPTON,BRAMPTON,Daily Keno,25-May-2023,10000.0
PETRO CANADA,690 HUNT CLUB RD K1V-1C3 OTTAWA,OTTAWA,Pick 4,25-Jun-2023,10000.0
PETRO CANADA,730 GLEN FORREST BLVD N2L-4K8 WATERLOO,WATERLOO,Daily Keno,15-Apr-2023,10000.0
PETRO CANADA,900 PROGRESS AVE M1H-2Z9 SCARBOROUGH,SCARBOROUGH,Daily Keno,30-Apr-2023,10000.0
PETRO CANADA,901 SHEPPARD AVE W M3H-2T7 NORTH YORK,YORK,Encore - Pick 4,12-May-2023,10000.0
PETRO CANADA,9550 YONGE ST L4C-1V6 RICHMOND HILL,HILL,Lottario,29-Apr-2023,10000.0
PETRO CANADA,9981 CHINGUACOUSY RD L6X-0E8 BRAMPTON,BRAMPTON,Daily Keno,20-Jun-2023,10000.0
PETRO CANADA / BVD STORE,495 YORK RD L0S-1J0 NIAGARA ON THE,THE,Daily Keno,17-Aug-2023,10000.0
PETRO- CANADA,5 ACE DR L6R-3Y2 BRAMPTON,BRAMPTON,Encore - 649,15-Apr-2023,10000.0
PETRO-CANADA,235 STEELES AVE E L9T-1Y2 MILTON,MILTON,Encore - 649,27-May-2023,10000.0
PETRO-CANADA,235 STEELES AVE E L9T-1Y2 MILTON,MILTON,Lottario,25-Mar-2023,10000.0
PICK QUICK SMOKE & VARIETY,4451 KINGSTON RD M1E-2N7 SCARBOROUGH,SCARBOROUGH,Encore - Lotto Max,25-Jul-2023,10000.0
PIONEER ENERGY,286 CHATHAM ST N N0P-1A0 BLENHEIM,BLENHEIM,Lottario,15-Jul-2023,10000.0
PIONEER GAS BAR,6802 COUNTY RD 10 L9R-1V2 ALLISTON,ALLISTON,Lottario,24-Jun-2023,10000.0
PIONEER ON THE RUN,1769 DUNDAS ST N5W-3E6 LONDON,LONDON,Lottario,01-Jul-2023,10000.0
PIONEER SNACK EXPRESS,248 THE QUEENSWAY  S L4P-2B1 KESWICK,KESWICK,Encore - Lotto Max,14-Jul-2023,10000.0
PIONEER SNACK EXPRESS,8006 WELLINGTON 109 RD N0G-1A0 ARTHUR,ARTHUR,Encore - 649,11-Mar-2023,10000.0
PIONEER SNACK EXPRESS #221,3124 JEFFERSON BLVD N8T-3E8 WINDSOR,WINDSOR,Encore - 649,29-Mar-2023,10000.0
PIONEER SNOWBALL CORNERS GENERAL STORE,1494 WELLINGTON ST W L7B-1K5 KING CITY,CITY,Lottario,29-Apr-2023,10000.0
PIT STOP GAS BAR & CONFECTIONARY,3245 HIGHWAY 17  E P0S-1C0 ECHO BAY,BAY,Encore - Lottario,10-Jun-2023,10000.0
PLAZA 100 TUCK SHOP,100 WELLESLEY ST E M4Y-1H5 TORONTO,TORONTO,Encore - Pick 4,30-Mar-2023,10000.0
RABBA #189,85 VICTORIA ST M5C-0A6 TORONTO,TORONTO,Daily Keno,30-Apr-2023,10000.0
RABBA HURONTARIO,2090 HURONTARIO ST L5B-1M8 MISSISSAUGA,MISSISSAUGA,Encore - Ontario 49,26-Jul-2023,10000.0
RABBA QUEEN'S QUAY,252 QUEENS QUAY W M5J-1B5 TORONTO,TORONTO,Encore - Lotto Max,12-May-2023,10000.0
RALPH'S SERVICE CENTRE,236 MAIN ST N0G-1B0 ATWOOD,ATWOOD,Lottario,15-Apr-2023,10000.0
RAPID WAY,437 THOROLD RD L3C-3W4 WELLAND,WELLAND,Daily Keno,15-May-2023,10000.0
RCS #2803 - SUDBURY,1485 LASALLE BLVD P3A-5H7 SUDBURY,SUDBURY,Lottario,29-Jul-2023,10000.0
RCS #2811 - GEORGETOWN,171 GUELPH ST L7G-4A1 GEORGETOWN,GEORGETOWN,PLINKO,31-2280,10000.0
RCS #2823 - STRATHROY,626 VICTORIA ST N7G-3C1 STRATHROY,STRATHROY,Encore - Lotto Max,14-Jul-2023,10000.0
RCS #512 - WASAGA BEACH,25 45TH ST S L9Z-1A7 WASAGA BEACH,BEACH,Encore - Lotto Max,16-May-2023,10000.0
REOGATE CONVENIENCE,295 EGLINTON AVE E L4Z-3K6 MISSISSAUGA,MISSISSAUGA,Pick 4,23-Apr-2023,10000.0
REXALL #1362 LINCOLN FIELDS,2529 CARLING AVE K2B-7Z2 OTTAWA,OTTAWA,Lotto 649,22-Jul-2023,10000.0
REXALL #1504 - KING & ROSEHILL,438 KING ST W L1J-2K9 OSHAWA,OSHAWA,Encore - Ontario 49,10-Jun-2023,10000.0
REXALL #398 - MERIVALE & MEADOWLANDS,1595 MERIVALE RD K2G-3J4 NEPEAN,NEPEAN,Encore - Lotto Max,09-May-2023,10000.0
REXALL #6901 - WOODSTOCK,379 SPRINGBANK AVE N4T-1R3 WOODSTOCK,WOODSTOCK,Encore - 649,31-May-2023,10000.0
REXALL #6947 - ARNPRIOR,22 BASKIN DR E K7S-0E2 ARNPRIOR,ARNPRIOR,Encore - Lotto Max,30-May-2023,10000.0
ROCKWOOD LOTTO CENTRE,4141 DIXIE RD L4W-1V5 MISSISSAUGA,MISSISSAUGA,Daily Keno,29-May-2023,10000.0
ROME'S YIG,44 GREAT NORTHERN RD P6B-4Y5 SAULT STE. MARI,MARI,Encore - Pick 3,21-Jun-2023,10000.0
ROYAL YORK SMOKE SHOP,1500 ROYAL YORK RD M9P-3B6 ETOBICOKE,ETOBICOKE,Lottario,18-Mar-2023,10000.0
SAM'S FOOD STORE,620 VAUGHAN RD M6C-2R5 YORK,YORK,Pick 4,13-Apr-2023,10000.0
SAM'S MILK & VARIETY MART,462 BIRCHMOUNT RD M1K-1N8 SCARBOROUGH,SCARBOROUGH,Encore - 649,29-Apr-2023,10000.0
SDM #1173 - GEORGIAN MALL,509 BAYFIELD ST L4M-4Z8 BARRIE,BARRIE,Lottario,04-Mar-2023,10000.0
SDM #1285 - CARLETON PLACE,315 MCNEELY AVE K7C-0A1 CARLETON PLACE,PLACE,Encore - Lotto Max,31-Mar-2023,10000.0
SDM #1306 - ARNPRIOR,55 ELGIN ST W K7S-1N6 ARNPRIOR,ARNPRIOR,Lottario,20-May-2023,10000.0
SDM #1516 - FLEMINGTON PARK,747 DON MILLS RD M3C-1T2 NORTH YORK,YORK,Lottario,29-Jul-2023,10000.0
SDM #651 - BARRIE S.C.,165 WELLINGTON ST W L4N-1L7 BARRIE,BARRIE,Lottario,20-May-2023,10000.0
SDM #860 - SCARBOROUGH T.C.,300 BOROUGH DR M1P-4P5 SCARBOROUGH,SCARBOROUGH,Lotto 649,29-Jul-2023,10000.0
SDM #936 - PAPE & COSBURN,1012 PAPE AVE M4K-3V9 EAST YORK,YORK,Daily Keno,17-Jun-2023,10000.0
SDM #936 - PAPE & COSBURN,1012 PAPE AVE M4K-3V9 EAST YORK,YORK,Pick 4,06-Mar-2023,10000.0
SDM #995 - CHARLOTTE & ALYMER,250 CHARLOTTE ST K9J-2V1 PETERBOROUGH,PETERBOROUGH,Encore - Lotto Max,12-May-2023,10000.0
SEAR CONVENIENCE AND GROCERY,1350 DANFORTH RD M1J-1G3 SCARBOROUGH,SCARBOROUGH,Pick 4,14-Jun-2023,10000.0
SEVEN DAY CONVENIENCE,2480 GERRARD ST E M1N-4C3 SCARBOROUGH,SCARBOROUGH,Pick 4,30-Jul-2023,10000.0
SHELBURNE FOODLAND,824 OJIBWAY RD L9V-3X9 SHELBURNE,SHELBURNE,Encore - Lotto Max,14-Jul-2023,10000.0
SHELL,3330 KEELE ST M3J-1L5 NORTH YORK,YORK,Daily Keno,13-Jun-2023,10000.0
SHELL,4926 BATHURST ST M2R-1X5 NORTH YORK,YORK,Pick 4,13-Mar-2023,10000.0
SHELL GAS BAR,1974 AVENUE RD M5M-4A1 NORTH YORK,YORK,Lottario,08-Jul-2023,10000.0
SHELL SELECT,408 HWY 7  E L4B-1A7 RICHMOND HILL,HILL,Pick 4,11-Mar-2023,10000.0
SHELL SELECT,6731 KINGSTON RD M1B-1G9 SCARBOROUGH,SCARBOROUGH,Encore - 649,05-Apr-2023,10000.0
SHELL SHOP,1294 6 HWY N L8N-2Z7 HAMILTON,HAMILTON,Lotto 649,08-Jul-2023,10000.0
SHEPPARD PLAZA CARD VARIETY,636 SHEPPARD AVE W M3H-2S1 NORTH YORK,YORK,Pick 4,21-Jul-2023,10000.0
SHORTY'S VARIETY,443 DOVERCOURT RD M6H-2W3 TORONTO,TORONTO,Lotto 649,22-Jul-2023,10000.0
SILVERCITY FOOD MARKET,289 QUEEN MARY ST K1K-1X1 OTTAWA,OTTAWA,Encore - Lotto Max,21-Apr-2023,10000.0
SIMPLY GAS,136 EAST AVE P7A-8A4 THUNDER BAY,BAY,WHEEL OF FORTUNE LOTTO,09-Apr-2023,10000.0
SJ CONVENIENCE STORE,5 WINDWARD DR L3M-4E8 GRIMSBY,GRIMSBY,Lotto 649,22-Jul-2023,10000.0
SMITTY'S COUNTRY MARKET,343 TALBOT ST N5P-1B7 ST THOMAS,THOMAS,Lottario,01-Jul-2023,10000.0
SMOKE & VARIETY,5 HILLCROFT DR L3S-1R6 MARKHAM,MARKHAM,Encore - 649,15-Apr-2023,10000.0
SMOKE + VARIETY,1 HESPELER RD N1R-8L4 CAMBRIDGE,CAMBRIDGE,Encore - 649,08-Jul-2023,10000.0
SMOKERS CORNER,1355 KINGSTON RD L1V-1B8 PICKERING,PICKERING,Lotto 649,01-Jul-2023,10000.0
SOBEYS #4743 - BLOOR & ISLINGTON,3300 BLOOR ST W M8X-2X2 ETOBICOKE,ETOBICOKE,Encore - Lotto Max,16-May-2023,10000.0
SOBEYS #667 SOUTH AJAX,955 WESTNEY RD S L1S-3K7 AJAX,AJAX,Daily Keno,29-Jul-2023,10000.0
SOBEYS #694 - ANCASTER,977 GOLF LINKS DR L9K-1K1 ANCASTER,ANCASTER,Encore - 649,12-Aug-2023,10000.0
SP&G,82 PENINSULA ROAD P0T-2E0 MARATHON,MARATHON,Encore - 649,06-May-2023,10000.0
ST CLEMENTS FOOD TOWN,3650 LOBSINGER LINE N0B-2M0 ST CLEMENTS,CLEMENTS,Encore - Lotto Max,16-Jun-2023,10000.0
ST. JAMESTOWN GIFT & VARIETY,240 WELLESLEY ST E M4X-1G5 TORONTO,TORONTO,Daily Keno,03-Jun-2023,10000.0
STEVEN'S YOUR INDEPENDENT GROCER,270 WELLINGTON ST P1L-1B9 BRACEBRIDGE,BRACEBRIDGE,Encore - Daily Keno,15-Jul-2023,10000.0
STRATFORD VARIETY,542 DOWNIE ST N5A-1Y2 STRATFORD,STRATFORD,Daily Keno,19-Apr-2023,10000.0
SUE GAR VARIETY,5518 LAWRENCE AVE E M1C-3B2 SCARBOROUGH,SCARBOROUGH,Pick 4,16-May-2023,10000.0
SUPER CONVENIENCE,574A PLAINS RD E L7T-2E5 BURLINGTON,BURLINGTON,Daily Keno,03-Aug-2023,10000.0
SUPER DISCOUNT VARIETY,310 RUSTIC RD M6L-1W5 NORTH YORK,YORK,Daily Keno,07-Jul-2023,10000.0
T & K VARIETY,1385 WESTON RD M6M-4S1 YORK,YORK,Pick 4,30-Mar-2023,10000.0
T. DOT VARIETY STORE,4 MACDONELL AVE M6R-2A2 TORONTO,TORONTO,Encore - 649,15-Jul-2023,10000.0
TELLY'S VARIETY,775 COLBORNE ST N3S-3S3 BRANTFORD,BRANTFORD,Lotto 649,08-Jul-2023,10000.0
THE BARGAIN SHOP #53060,360 SCOTT ST P9A-1G9 FORT FRANCES,FRANCES,Encore - 649,22-Apr-2023,10000.0
THE CORNER STORE,475 WESTNEY RD N L1T-3H4 AJAX,AJAX,Pick 4,14-Jul-2023,10000.0
THE DAILY PLANET BOOKSTORE,1615 DUNDAS ST E L1N-2L1 WHITBY,WHITBY,Encore - Lotto Max,18-Jul-2023,10000.0
THE TICKET SHOP,45 OVERLEA BLVD M4H-1C3 TORONTO,TORONTO,Encore - Lotto Max,06-Jun-2023,10000.0
THE TICKET SHOP,6464 YONGE ST M2M-3X4 NORTH YORK,YORK,Pick 4,09-Jul-2023,10000.0
THE TICKET SHOP,6464 YONGE ST M2M-3X4 NORTH YORK,YORK,Pick 4,26-Apr-2023,10000.0
THE VILLAGE GENERAL STORE,743 FOURTH AVE L0K-1R0 PORT MCNICOLL,MCNICOLL,Pick 4,15-Mar-2023,10000.0
TOTTENHAM AM PM CONVENIENCE,2 QUEEN ST S L0G-1W0 TOTTENHAM,TOTTENHAM,Daily Keno,23-Jul-2023,10000.0
TOTTENHAM MILK AND  VARIETY,1 QUEEN ST S L0G-1W0 TOTTENHAM,TOTTENHAM,Encore - Lotto Max,28-Apr-2023,10000.0
TOWN & COUNTRY MARKET,4033 HURONTARIO ST L4Z-0B8 MISSISSAUGA,MISSISSAUGA,Pick 4,23-Apr-2023,10000.0
UNI MARKET + CONVENIENCE,573 MAPLE AVE L7S-2E8 BURLINGTON,BURLINGTON,POWER UP,31-2368,10000.0
VARIETY NORTHVIEW MART,10635 CREDITVIEW RD L7A-0T4 BRAMPTON,BRAMPTON,Encore - Pick 4,20-Jul-2023,10000.0
VB NEIGHBOURHOOD VARIETY,155 MORNINGSIDE AVE M1E-3C8 SCARBOROUGH,SCARBOROUGH,Daily Keno,30-Apr-2023,10000.0
VICKY'S CONVENIENCE,205 MARYCROFT AVE L4L-5X8 WOODBRIDGE,WOODBRIDGE,Daily Keno,08-Apr-2023,10000.0
VICTORIA CONVENIENCE,113 VICTORIA AVE K8N-2A7 BELLEVILLE,BELLEVILLE,Encore - 649,01-Jul-2023,10000.0
VINCE'S MARKET UXBRIDGE,234 TORONTO ST S L9P-0C4 UXBRIDGE,UXBRIDGE,Lottario,10-Jun-2023,10000.0
WARDEN CONVENIENCE,2537 WARDEN AVE M1W-2H5 SCARBOROUGH,SCARBOROUGH,Daily Keno,30-Jun-2023,10000.0
WEST END CONVENIENCE,499 DUNDAS ST W K8V-6C4 TRENTON,TRENTON,Daily Keno,27-Aug-2023,10000.0
WESTDALE LOTTERY SERVICES,1151 DUNDAS ST W L5C-1C6 MISSISSAUGA,MISSISSAUGA,Daily Keno,26-Mar-2023,10000.0
WESTNEY AT #2 FOOD MART,15 WESTNEY RD N L1T-1P5 AJAX,AJAX,Pick 4,28-Jul-2023,10000.0
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,YORK,Lotto 649,22-Jul-2023,10000.0
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,YORK,Pick 4,26-Mar-2023,10000.0
ZEHRS #528 - CONESTOGA,555 DAVENPORT RD N2L-6L2 WATERLOO,WATERLOO,CASH IN,31-2367,10000.0
ZEHRS #560 - LAURENTIAN P.C,750 OTTAWA ST S N2E-1B6 KITCHENER,KITCHENER,Encore - 649,18-Mar-2023,10000.0
ZEHRS #565 - BIG BAY POINT,620 YONGE ST L4N-4E6 BARRIE,BARRIE,Encore - 649,12-Jul-2023,10000.0
